test,symbol,period,horizon_bars,n,hit_rate,avg_ret,sharpe
btc_impulse_alt_lag,ATOM/USDT,OOS,3,9,0.5555555555555556,-0.009090353770247979,-0.19185780028485808
btc_impulse_alt_lag,ATOM/USDT,OOS,6,9,0.4444444444444444,-0.015292741627417426,-0.20810889336205135
btc_impulse_alt_lag,ATOM/USDT,full,1,166,0.5180722891566265,-0.0006335283946652072,-0.022783723969881906
btc_impulse_alt_lag,ATOM/USDT,full,3,166,0.4759036144578313,-0.0020706930171499453,-0.04521814671132779
btc_impulse_alt_lag,ATOM/USDT,full,6,166,0.4578313253012048,0.0004781877048707114,0.007425349501572239
ethbtc_above_ma,ATOM/USDT,IS,42,5585,0.5099373321396597,0.019290511013768837,0.10768980988015577
ethbtc_below_ma,ATOM/USDT,IS,42,7662,0.4724614983033151,0.004562676399115131,0.03817276417087263
ethbtc_above_ma,ATOM/USDT,OOS,42,1182,0.30287648054145516,-0.027355014928493602,-0.31751585367170115
ethbtc_below_ma,ATOM/USDT,OOS,42,967,0.5087900723888314,0.0036990501913469805,0.045724264285689355
ethbtc_above_ma,ATOM/USDT,full,42,6767,0.4737697650362051,0.011142881094490846,0.06648310464796114
ethbtc_below_ma,ATOM/USDT,full,42,8629,0.47653262255186,0.004465895017389346,0.038553116275853096
alt_btc_rs_breakout,NEAR/USDT,IS,6,451,0.4700665188470067,0.0040285012121946484,0.059064627673949446
alt_btc_rs_breakout,NEAR/USDT,IS,18,451,0.458980044345898,0.0053619977575418455,0.043970650557418105
alt_btc_rs_breakout,NEAR/USDT,IS,42,451,0.4146341463414634,-0.00043443523522807925,-0.002528505026367157
alt_btc_rs_breakout,NEAR/USDT,OOS,6,96,0.4479166666666667,0.0029132856778488862,0.04388702054873242
alt_btc_rs_breakout,NEAR/USDT,OOS,18,94,0.425531914893617,-0.0010530373134663381,-0.01160854230795482
alt_btc_rs_breakout,NEAR/USDT,OOS,42,92,0.43478260869565216,-0.006849648893433489,-0.07417321581463864
alt_btc_rs_breakout,NEAR/USDT,full,6,547,0.46617915904936014,0.0038327778277390864,0.05650583536868895
alt_btc_rs_breakout,NEAR/USDT,full,18,545,0.45321100917431195,0.004255551341624838,0.03633952842441344
alt_btc_rs_breakout,NEAR/USDT,full,42,543,0.4180478821362799,-0.0015213590962868207,-0.009444667450160671
btc_impulse_alt_lag,NEAR/USDT,IS,1,104,0.49038461538461536,0.004313661588215564,0.09918543205595041
btc_impulse_alt_lag,NEAR/USDT,IS,3,104,0.5192307692307693,0.012883779339851657,0.21770708802778774
btc_impulse_alt_lag,NEAR/USDT,IS,6,104,0.5192307692307693,0.012552754066158385,0.1485270223980075
btc_impulse_alt_lag,NEAR/USDT,OOS,1,4,0.5,0.00040786829871439223,0.020903577095988276
btc_impulse_alt_lag,NEAR/USDT,OOS,3,4,0.25,0.0014817190762833332,0.020680583737127233
btc_impulse_alt_lag,NEAR/USDT,OOS,6,4,0.25,-0.0009925953471602855,-0.01078842849398983
btc_impulse_alt_lag,NEAR/USDT,full,1,108,0.49074074074074076,0.004169002577493298,0.09740311273244784
btc_impulse_alt_lag,NEAR/USDT,full,3,108,0.5092592592592593,0.012461480811571349,0.21004156251421133
btc_impulse_alt_lag,NEAR/USDT,full,6,108,0.5092592592592593,0.012051074458257694,0.14282194565030626
ethbtc_above_ma,NEAR/USDT,IS,42,4127,0.49236733704870367,0.025342739383299936,0.1176969941004713
ethbtc_below_ma,NEAR/USDT,IS,42,5920,0.4814189189189189,0.016607682865458082,0.10804486469928301
ethbtc_above_ma,NEAR/USDT,OOS,42,1182,0.3824027072758037,-0.02212243791206726,-0.1785019642985773
ethbtc_below_ma,NEAR/USDT,OOS,42,967,0.5470527404343329,0.017421703241416,0.15725488964393144
ethbtc_above_ma,NEAR/USDT,full,42,5309,0.46788472405349407,0.014775054402489234,0.07401735420836807
ethbtc_below_ma,NEAR/USDT,full,42,6887,0.49063452882241904,0.016721979032664605,0.11266020517154306
alt_btc_rs_breakout,INJ/USDT,IS,6,461,0.4793926247288503,0.0006550422965269349,0.008184352988594277
alt_btc_rs_breakout,INJ/USDT,IS,18,461,0.4772234273318872,-6.263675870714385e-05,-0.0005246313131539377
alt_btc_rs_breakout,INJ/USDT,IS,42,461,0.4967462039045553,0.034385885725570525,0.16783720860640836
alt_btc_rs_breakout,INJ/USDT,OOS,6,75,0.4666666666666667,-0.0031887657420163833,-0.055836348816648784
alt_btc_rs_breakout,INJ/USDT,OOS,18,72,0.4444444444444444,-0.01565400809242769,-0.19930560525079166
alt_btc_rs_breakout,INJ/USDT,OOS,42,65,0.26153846153846155,-0.030897517940346782,-0.3221918845005675
alt_btc_rs_breakout,INJ/USDT,full,6,536,0.47761194029850745,0.00011719602247703119,0.0015179805504594596
alt_btc_rs_breakout,INJ/USDT,full,18,533,0.4727954971857411,-0.0021687882334311195,-0.018893328996094368
alt_btc_rs_breakout,INJ/USDT,full,42,526,0.467680608365019,0.02631854496837542,0.13437439775520366
btc_impulse_alt_lag,INJ/USDT,IS,1,114,0.49122807017543857,0.0022825285654412817,0.056218298972615266
btc_impulse_alt_lag,INJ/USDT,IS,3,114,0.5,0.009498261394122694,0.13275375619530327
btc_impulse_alt_lag,INJ/USDT,IS,6,114,0.5789473684210527,0.021218269422139235,0.22581408447687862
btc_impulse_alt_lag,INJ/USDT,OOS,1,4,0.5,-0.002777208773190515,-0.1255948472587928
btc_impulse_alt_lag,INJ/USDT,OOS,3,4,0.25,-0.018125269708756192,-0.693547019464708
btc_impulse_alt_lag,INJ/USDT,OOS,6,4,0.5,-0.031466495455504284,-0.751763793189954
btc_impulse_alt_lag,INJ/USDT,full,1,118,0.4915254237288136,0.002111012045487661,0.052685148741905795
btc_impulse_alt_lag,INJ/USDT,full,3,118,0.4915254237288136,0.008561870509279344,0.12124309720212673
btc_impulse_alt_lag,INJ/USDT,full,6,118,0.576271186440678,0.01943234518899878,0.20877043804379242
ethbtc_above_ma,INJ/USDT,IS,42,4085,0.5096695226438188,0.03283831095496812,0.15400319225516904
ethbtc_below_ma,INJ/USDT,IS,42,5920,0.5116554054054054,0.023415629646621278,0.14233603273635215
ethbtc_above_ma,INJ/USDT,OOS,42,1182,0.34686971235194586,-0.04012467286424856,-0.3689496426225346
ethbtc_below_ma,INJ/USDT,OOS,42,967,0.5480868665977249,0.023065778437638573,0.20388733656740737
ethbtc_above_ma,INJ/USDT,full,42,5267,0.4731346117334346,0.01646423712274597,0.08354005998711345
ethbtc_below_ma,INJ/USDT,full,42,6887,0.5167707274575287,0.02336650722479954,0.14761074308584257
alt_btc_rs_breakout,APT/USDT,IS,6,191,0.4083769633507853,-0.002078257107049625,-0.02952365970040423
alt_btc_rs_breakout,APT/USDT,IS,18,191,0.4293193717277487,-0.0011714306607920075,-0.012804069472611656
alt_btc_rs_breakout,APT/USDT,IS,42,191,0.39790575916230364,0.030196851205580688,0.13884896822572074
alt_btc_rs_breakout,APT/USDT,OOS,6,74,0.43243243243243246,-0.014169199679836837,-0.30001720342924154
alt_btc_rs_breakout,APT/USDT,OOS,18,74,0.36486486486486486,-0.03192076225040049,-0.4530113109323222
alt_btc_rs_breakout,APT/USDT,OOS,42,72,0.3055555555555556,-0.053683069819018506,-0.53252725516502
alt_btc_rs_breakout,APT/USDT,full,6,265,0.41509433962264153,-0.005454595787752468,-0.08404113186338664
alt_btc_rs_breakout,APT/USDT,full,18,265,0.41132075471698115,-0.009758036463173244,-0.11202100689132598
alt_btc_rs_breakout,APT/USDT,full,42,263,0.3726235741444867,0.007233526818618171,0.03688569408152015
btc_impulse_alt_lag,APT/USDT,IS,1,23,0.6086956521739131,0.014602286636893147,0.38348199509279673
btc_impulse_alt_lag,APT/USDT,IS,3,23,0.5652173913043478,0.015010779940027221,0.29906732506999784
btc_impulse_alt_lag,APT/USDT,IS,6,23,0.7391304347826086,0.015884633861384164,0.2880207910740981
btc_impulse_alt_lag,APT/USDT,OOS,1,5,0.8,0.00968110424687978,0.8153609032245821
btc_impulse_alt_lag,APT/USDT,OOS,3,5,0.8,0.01808055109157054,0.4344031488330989
btc_impulse_alt_lag,APT/USDT,OOS,6,5,0.2,0.01256820780666188,0.2151537849020412
btc_impulse_alt_lag,APT/USDT,full,1,28,0.6428571428571429,0.013723504067247903,0.3951756007334997
btc_impulse_alt_lag,APT/USDT,full,3,28,0.6071428571428571,0.01555895335994567,0.32366838522029345
btc_impulse_alt_lag,APT/USDT,full,6,28,0.6428571428571429,0.015292414923040898,0.2798740225061496
ethbtc_above_ma,APT/USDT,IS,42,960,0.45625,0.04866512335364635,0.16547509407008273
ethbtc_below_ma,APT/USDT,IS,42,4678,0.47007268063274904,5.417592557502897e-05,0.0004439493751130888
ethbtc_above_ma,APT/USDT,OOS,42,1182,0.34686971235194586,-0.040814567409277996,-0.33673922349644336
ethbtc_below_ma,APT/USDT,OOS,42,967,0.5056876938986556,-0.002480460528970718,-0.025510332162667276
ethbtc_above_ma,APT/USDT,full,42,2142,0.39589169000933705,-0.0007116247704323473,-0.0032205234843072756
ethbtc_below_ma,APT/USDT,full,42,5645,0.4761736049601417,-0.00038001246265273654,-0.003216359946812153
alt_btc_rs_breakout,SUI/USDT,IS,6,212,0.42452830188679247,0.005324649871940751,0.07984255294481298
alt_btc_rs_breakout,SUI/USDT,IS,18,212,0.4716981132075472,0.01318741404674792,0.10868857082984865
alt_btc_rs_breakout,SUI/USDT,IS,42,212,0.4858490566037736,0.02625462939240365,0.159777281473693
alt_btc_rs_breakout,SUI/USDT,OOS,6,68,0.5147058823529411,0.0044652517116558045,0.08523773882856392
alt_btc_rs_breakout,SUI/USDT,OOS,18,68,0.4852941176470588,0.00331614912647878,0.03465722946672139
alt_btc_rs_breakout,SUI/USDT,OOS,42,63,0.38095238095238093,-0.006416000521288178,-0.051871789100573405
alt_btc_rs_breakout,SUI/USDT,full,6,280,0.44642857142857145,0.005115938890157264,0.08066197249818124
alt_btc_rs_breakout,SUI/USDT,full,18,280,0.475,0.010790106851825415,0.0933865210315475
alt_btc_rs_breakout,SUI/USDT,full,42,275,0.4618181818181818,0.01877008508490334,0.1200552808611799
btc_impulse_alt_lag,SUI/USDT,IS,1,25,0.6,0.005373513839683355,0.18254799374718536
btc_impulse_alt_lag,SUI/USDT,IS,3,25,0.4,0.0028677876903400712,0.05852162848738836
btc_impulse_alt_lag,SUI/USDT,IS,6,25,0.44,-0.002103138905279671,-0.04146829769764353
btc_impulse_alt_lag,SUI/USDT,OOS,1,1,1.0,0.030006743088334398,
btc_impulse_alt_lag,SUI/USDT,OOS,3,1,1.0,0.10058440098898624,
btc_impulse_alt_lag,SUI/USDT,OOS,6,1,1.0,0.13486176668914363,
btc_impulse_alt_lag,SUI/USDT,full,1,26,0.6153846153846154,0.0063209457338622415,0.21615068631428774
btc_impulse_alt_lag,SUI/USDT,full,3,26,0.4230769230769231,0.0066261189710572314,0.1281722630068851
btc_impulse_alt_lag,SUI/USDT,full,6,26,0.46153846153846156,0.0031647420791212247,0.0560256859132411
ethbtc_above_ma,SUI/USDT,IS,42,330,0.33636363636363636,-0.03463614489036126,-0.2958382900903098
ethbtc_below_ma,SUI/USDT,IS,42,4129,0.4819568902882054,0.027610684376637617,0.16234754046694064
ethbtc_above_ma,SUI/USDT,OOS,42,1182,0.36548223350253806,-0.0351349879529733,-0.30366265470108017
ethbtc_below_ma,SUI/USDT,OOS,42,967,0.4767321613236815,0.007489476901392977,0.0663007460305839
ethbtc_above_ma,SUI/USDT,full,42,1512,0.35912698412698413,-0.035026113475022255,-0.3020363555547038
ethbtc_below_ma,SUI/USDT,full,42,5096,0.4809654631083202,0.023792551011535268,0.14779333743051729
alt_btc_rs_breakout,SEI/USDT,IS,6,172,0.5116279069767442,0.006844334418759279,0.08934066633877265
alt_btc_rs_breakout,SEI/USDT,IS,18,172,0.47093023255813954,0.0010146912424244079,0.00866397967296509
alt_btc_rs_breakout,SEI/USDT,IS,42,172,0.46511627906976744,0.02364281048564966,0.11449041255002398
alt_btc_rs_breakout,SEI/USDT,OOS,6,65,0.4,0.0025918326579980363,0.03436031825575969
alt_btc_rs_breakout,SEI/USDT,OOS,18,65,0.47692307692307695,-0.0014522107199986384,-0.016162212436747193
alt_btc_rs_breakout,SEI/USDT,OOS,42,61,0.4098360655737705,-0.0042427965593654525,-0.030531071378678217
alt_btc_rs_breakout,SEI/USDT,full,6,237,0.4810126582278481,0.005678036467495647,0.07456168301225355
alt_btc_rs_breakout,SEI/USDT,full,18,237,0.47257383966244726,0.00033811475484002895,0.0030700894902394547
alt_btc_rs_breakout,SEI/USDT,full,42,233,0.45064377682403434,0.016342286752834542,0.08544929777642762
btc_impulse_alt_lag,SEI/USDT,IS,1,15,0.8,0.017588911506228707,0.5769261291793698
btc_impulse_alt_lag,SEI/USDT,IS,3,15,0.4666666666666667,0.00816919082251517,0.2017440425826514
btc_impulse_alt_lag,SEI/USDT,IS,6,15,0.4,-0.009294611784327037,-0.24951044766582103
btc_impulse_alt_lag,SEI/USDT,OOS,1,6,0.6666666666666666,0.008961112406793573,0.8658259690757353
btc_impulse_alt_lag,SEI/USDT,OOS,3,6,0.6666666666666666,0.013932879736242798,0.3451578670859626
btc_impulse_alt_lag,SEI/USDT,OOS,6,6,0.8333333333333334,0.06136944340411025,0.6715154352049381
btc_impulse_alt_lag,SEI/USDT,full,1,21,0.7619047619047619,0.01512382604924724,0.5743562778670909
btc_impulse_alt_lag,SEI/USDT,full,3,21,0.5238095238095238,0.009815959083580208,0.2483457388645606
btc_impulse_alt_lag,SEI/USDT,full,6,21,0.5238095238095238,0.010895118269512187,0.16954653297477934
ethbtc_above_ma,SEI/USDT,IS,42,312,0.34935897435897434,-0.02235239474766825,-0.19065231433616345
ethbtc_below_ma,SEI/USDT,IS,42,3523,0.48367868294067556,0.02154473629576339,0.116772968904308
ethbtc_above_ma,SEI/USDT,OOS,42,1182,0.33248730964467005,-0.042487641228709724,-0.4255740048050094
ethbtc_below_ma,SEI/USDT,OOS,42,967,0.4736297828335057,0.018059269172624386,0.11732480981513363
ethbtc_above_ma,SEI/USDT,full,42,1494,0.3360107095046854,-0.03828269015636371,-0.36812572825347645
ethbtc_below_ma,SEI/USDT,full,42,4490,0.4815144766146993,0.020794080013341248,0.11659204786748024
alt_btc_rs_breakout,TIA/USDT,IS,6,134,0.4925373134328358,0.018190856809923956,0.20619145330567643
alt_btc_rs_breakout,TIA/USDT,IS,18,134,0.5223880597014925,0.03631936397516385,0.22047775000345632
alt_btc_rs_breakout,TIA/USDT,IS,42,134,0.4253731343283582,0.036969061456226665,0.1401092268948096
alt_btc_rs_breakout,TIA/USDT,OOS,6,57,0.5087719298245614,0.007420502456512545,0.09987644107241261
alt_btc_rs_breakout,TIA/USDT,OOS,18,55,0.5272727272727272,0.002702979125369054,0.027711014228886985
alt_btc_rs_breakout,TIA/USDT,OOS,42,52,0.36538461538461536,-0.023659517438691498,-0.2453296436288947
alt_btc_rs_breakout,TIA/USDT,full,6,191,0.4973821989528796,0.014976667290843067,0.17774418548744025
alt_btc_rs_breakout,TIA/USDT,full,18,189,0.5238095238095238,0.02653681811940346,0.17824573263497648
alt_btc_rs_breakout,TIA/USDT,full,42,186,0.40860215053763443,0.020019136173776417,0.08666331775149218
btc_impulse_alt_lag,TIA/USDT,IS,1,18,0.6111111111111112,0.0011601099959266887,0.037940687104043205
btc_impulse_alt_lag,TIA/USDT,IS,3,18,0.6666666666666666,0.00573388979960176,0.17202593369827934
btc_impulse_alt_lag,TIA/USDT,IS,6,18,0.5555555555555556,-0.0029660660119479754,-0.06615010782343506
btc_impulse_alt_lag,TIA/USDT,OOS,1,3,0.6666666666666666,0.0022569368321675074,0.09789967918442574
btc_impulse_alt_lag,TIA/USDT,OOS,3,3,0.6666666666666666,-0.006884465986117953,-0.16237806175395694
btc_impulse_alt_lag,TIA/USDT,OOS,6,3,0.6666666666666666,-0.017459330845013426,-0.38189515447417755
btc_impulse_alt_lag,TIA/USDT,full,1,21,0.6190476190476191,0.0013167995439610912,0.04521886652485302
btc_impulse_alt_lag,TIA/USDT,full,3,21,0.6666666666666666,0.003931267544498944,0.11620133979442711
btc_impulse_alt_lag,TIA/USDT,full,6,21,0.5714285714285714,-0.005036532416671611,-0.11420362197754573
ethbtc_above_ma,TIA/USDT,IS,42,312,0.40384615384615385,-0.01831562674543357,-0.12687696782002694
ethbtc_below_ma,TIA/USDT,IS,42,3060,0.45130718954248367,0.024575478193776312,0.10743571333099901
ethbtc_above_ma,TIA/USDT,OOS,42,1182,0.35786802030456855,-0.05001471648487711,-0.4085313060742836
ethbtc_below_ma,TIA/USDT,OOS,42,967,0.44777662874870733,0.003641906810147986,0.028499530723513907
ethbtc_above_ma,TIA/USDT,full,42,1494,0.3674698795180723,-0.04339482625816601,-0.3392402393698649
ethbtc_below_ma,TIA/USDT,full,42,4027,0.4504593990563695,0.019548717943473706,0.0934553515491589
alt_btc_rs_breakout,WLD/USDT,IS,6,153,0.47058823529411764,0.021714847566761213,0.20214290154619116
alt_btc_rs_breakout,WLD/USDT,IS,18,153,0.47058823529411764,0.0639097955770308,0.27849555427124656
alt_btc_rs_breakout,WLD/USDT,IS,42,153,0.4117647058823529,0.08469639312136419,0.20835580910091156
alt_btc_rs_breakout,WLD/USDT,OOS,6,66,0.5909090909090909,0.03768617274442847,0.2846621258715162
alt_btc_rs_breakout,WLD/USDT,OOS,18,66,0.5606060606060606,0.077480317315217,0.2984663059011122
alt_btc_rs_breakout,WLD/USDT,OOS,42,63,0.3333333333333333,0.0035163269332339317,0.01645463456805716
alt_btc_rs_breakout,WLD/USDT,full,6,219,0.5068493150684932,0.02652812364770203,0.22980413080383774
alt_btc_rs_breakout,WLD/USDT,full,18,219,0.4977168949771689,0.06799954185429238,0.28519251305601795
alt_btc_rs_breakout,WLD/USDT,full,42,216,0.3888888888888889,0.06101887381649286,0.168358403247371
btc_impulse_alt_lag,WLD/USDT,IS,1,23,0.7391304347826086,0.010177059597257286,0.3844491590438807
btc_impulse_alt_lag,WLD/USDT,IS,3,23,0.4782608695652174,0.006283568688606771,0.08967504528134407
btc_impulse_alt_lag,WLD/USDT,IS,6,23,0.5652173913043478,0.001684470198531313,0.022142305694357132
btc_impulse_alt_lag,WLD/USDT,OOS,1,2,0.5,-0.009182741980932663,-0.24050448302100422
btc_impulse_alt_lag,WLD/USDT,OOS,3,2,0.5,0.05927857746677312,0.38269284880151466
btc_impulse_alt_lag,WLD/USDT,OOS,6,2,0.5,0.059905495154902344,0.2948649087169046
btc_impulse_alt_lag,WLD/USDT,full,1,25,0.72,0.00862827547100209,0.3189459291286989
btc_impulse_alt_lag,WLD/USDT,full,3,25,0.48,0.01052316939086008,0.13919052263358153
btc_impulse_alt_lag,WLD/USDT,full,6,25,0.56,0.006342152195040996,0.07430691296857535
ethbtc_above_ma,WLD/USDT,IS,42,312,0.33974358974358976,-0.025651659040165732,-0.11850163545858644
ethbtc_below_ma,WLD/USDT,IS,42,3656,0.4335339168490153,0.016835648889496006,0.07303277537447762
ethbtc_above_ma,WLD/USDT,OOS,42,1182,0.2825719120135364,-0.020658613672735516,-0.10328914965474081
ethbtc_below_ma,WLD/USDT,OOS,42,967,0.3846949327817994,-0.01107776380094553,-0.09118776329206055
ethbtc_above_ma,WLD/USDT,full,42,1494,0.29451137884872824,-0.02170133800649605,-0.10664562503107068
ethbtc_below_ma,WLD/USDT,full,42,4623,0.42331819165044343,0.0109969575480171,0.05170484435487995
alt_btc_rs_breakout,FET/USDT,IS,6,666,0.4369369369369369,-0.0015514755933155897,-0.017511566582177982
alt_btc_rs_breakout,FET/USDT,IS,18,666,0.484984984984985,0.011329891569297958,0.07616405797128536
alt_btc_rs_breakout,FET/USDT,IS,42,666,0.4984984984984985,0.030621279897750514,0.12864024147002537
alt_btc_rs_breakout,FET/USDT,OOS,6,76,0.3815789473684211,0.0067786617845245626,0.08255268577416103
alt_btc_rs_breakout,FET/USDT,OOS,18,76,0.4473684210526316,0.0007285219924053898,0.0067225808429646275
alt_btc_rs_breakout,FET/USDT,OOS,42,73,0.3287671232876712,-0.007199951267284931,-0.06022267313194369
alt_btc_rs_breakout,FET/USDT,full,6,742,0.431266846361186,-0.0006982539751001559,-0.007940230935555999
alt_btc_rs_breakout,FET/USDT,full,18,742,0.4811320754716981,0.010244037003470688,0.07059334586843019
alt_btc_rs_breakout,FET/USDT,full,42,739,0.4817320703653586,0.026885217820554856,0.11724813088831354
btc_impulse_alt_lag,FET/USDT,IS,1,228,0.5043859649122807,0.0051613790709695365,0.12919112171747885
btc_impulse_alt_lag,FET/USDT,IS,3,228,0.5087719298245614,0.012344026056312485,0.19303026311090798
btc_impulse_alt_lag,FET/USDT,IS,6,228,0.5526315789473685,0.023397363177660703,0.2678804652222031
btc_impulse_alt_lag,FET/USDT,OOS,1,2,1.0,0.027104234536425964,1.3935467982947107
btc_impulse_alt_lag,FET/USDT,OOS,3,2,1.0,0.07392151356977883,2.633346982324852
btc_impulse_alt_lag,FET/USDT,OOS,6,2,1.0,0.07766349774694015,0.9418917081990051
btc_impulse_alt_lag,FET/USDT,full,1,230,0.508695652173913,0.005352186509799593,0.13430914678023545
btc_impulse_alt_lag,FET/USDT,full,3,230,0.5130434782608696,0.012879482469473062,0.20138985670564344
btc_impulse_alt_lag,FET/USDT,full,6,230,0.5565217391304348,0.023869242608697917,0.2734882696865768
ethbtc_above_ma,FET/USDT,IS,42,5585,0.5043867502238137,0.032707450793655814,0.14082762952952665
ethbtc_below_ma,FET/USDT,IS,42,8020,0.4644638403990025,0.01450734733420657,0.07820810572528668
ethbtc_above_ma,FET/USDT,OOS,42,1182,0.3223350253807107,-0.03601725541596918,-0.21893842285892137
ethbtc_below_ma,FET/USDT,OOS,42,967,0.4725956566701138,0.015724374135873628,0.12539396106171707
ethbtc_above_ma,FET/USDT,full,42,6767,0.472587557263189,0.02070322399599411,0.09265960394178402
ethbtc_below_ma,FET/USDT,full,42,8987,0.4653388227439635,0.014638299255560977,0.08132788306956701
alt_btc_rs_breakout,RENDER/USDT,IS,6,84,0.5,0.009765469949859676,0.14339814430289743
alt_btc_rs_breakout,RENDER/USDT,IS,18,84,0.4523809523809524,0.004956135848279881,0.039331328094701995
alt_btc_rs_breakout,RENDER/USDT,IS,42,84,0.44047619047619047,-0.019532969095163638,-0.1308524273285005
alt_btc_rs_breakout,RENDER/USDT,OOS,6,92,0.5108695652173914,0.01976767158545626,0.31015675727479136
alt_btc_rs_breakout,RENDER/USDT,OOS,18,92,0.6304347826086957,0.059274443628360596,0.4255934737324323
alt_btc_rs_breakout,RENDER/USDT,OOS,42,91,0.5274725274725275,0.06403568056523899,0.3507691451675208
alt_btc_rs_breakout,RENDER/USDT,full,6,176,0.5056818181818182,0.014993893532103347,0.2276783014656316
alt_btc_rs_breakout,RENDER/USDT,full,18,176,0.5454545454545454,0.03334979673332208,0.24613953879441225
alt_btc_rs_breakout,RENDER/USDT,full,42,175,0.4857142857142857,0.023922728728245732,0.13899946792057843
btc_impulse_alt_lag,RENDER/USDT,IS,1,2,1.0,0.036200605442333056,3.764522894458508
btc_impulse_alt_lag,RENDER/USDT,IS,3,2,1.0,0.12164454547106751,1.2024514987287795
btc_impulse_alt_lag,RENDER/USDT,IS,6,2,1.0,0.12519023199934176,15.457303747037413
btc_impulse_alt_lag,RENDER/USDT,OOS,1,1,1.0,0.015987210231814597,
btc_impulse_alt_lag,RENDER/USDT,OOS,3,1,1.0,0.11670663469224629,
btc_impulse_alt_lag,RENDER/USDT,OOS,6,1,1.0,0.12150279776179063,
btc_impulse_alt_lag,RENDER/USDT,full,1,3,1.0,0.029462807038826904,2.1813535338266505
btc_impulse_alt_lag,RENDER/USDT,full,3,3,1.0,0.11999857521146044,1.6761828162495056
btc_impulse_alt_lag,RENDER/USDT,full,6,3,1.0,0.12396108725349138,20.28877595940413
ethbtc_above_ma,RENDER/USDT,IS,42,0,,,
ethbtc_below_ma,RENDER/USDT,IS,42,1760,0.47102272727272726,0.00528984803326935,0.03372013517397643
ethbtc_above_ma,RENDER/USDT,OOS,42,1182,0.33417935702199664,-0.02187417093030649,-0.13027843722473947
ethbtc_below_ma,RENDER/USDT,OOS,42,967,0.4808686659772492,0.010448779143107228,0.08942425668525157
ethbtc_above_ma,RENDER/USDT,full,42,1182,0.33417935702199664,-0.02187417093030649,-0.13027843722473947
ethbtc_below_ma,RENDER/USDT,full,42,2727,0.4745141180784745,0.007119215977241928,0.04945324176812022
alt_btc_rs_breakout,TAO/USDT,IS,6,119,0.5462184873949579,0.007612099681755551,0.1370991874788185
alt_btc_rs_breakout,TAO/USDT,IS,18,119,0.5546218487394958,0.023800344981036815,0.20827922687730538
alt_btc_rs_breakout,TAO/USDT,IS,42,119,0.5210084033613446,0.017786973123730745,0.09748688036553466
alt_btc_rs_breakout,TAO/USDT,OOS,6,112,0.5357142857142857,0.0063514224290216765,0.10595878841206145
alt_btc_rs_breakout,TAO/USDT,OOS,18,112,0.5892857142857143,0.01806510076567035,0.1747255657287688
alt_btc_rs_breakout,TAO/USDT,OOS,42,110,0.5909090909090909,0.04021540729192146,0.3006522215109421
alt_btc_rs_breakout,TAO/USDT,full,6,231,0.5411255411255411,0.007000862225884582,0.1215742124795416
alt_btc_rs_breakout,TAO/USDT,full,18,231,0.5714285714285714,0.02101962051298035,0.1929582462920077
alt_btc_rs_breakout,TAO/USDT,full,42,229,0.5545851528384279,0.028560456785307074,0.17743642993209854
btc_impulse_alt_lag,TAO/USDT,IS,1,9,0.6666666666666666,0.008378497480456715,0.29146710601214415
btc_impulse_alt_lag,TAO/USDT,IS,3,9,0.4444444444444444,0.01934045164021963,0.30658909413572494
btc_impulse_alt_lag,TAO/USDT,IS,6,9,0.4444444444444444,-0.007472470130893854,-0.11843486471569654
btc_impulse_alt_lag,TAO/USDT,OOS,1,1,1.0,0.019242706393544307,
btc_impulse_alt_lag,TAO/USDT,OOS,3,1,1.0,0.07510862818125386,
btc_impulse_alt_lag,TAO/USDT,OOS,6,1,1.0,0.04034761018001243,
btc_impulse_alt_lag,TAO/USDT,full,1,10,0.7,0.009464918371765474,0.3464614238491443
btc_impulse_alt_lag,TAO/USDT,full,3,10,0.5,0.02491726929432305,0.4016683326988507
btc_impulse_alt_lag,TAO/USDT,full,6,10,0.5,-0.002690462099803226,-0.04383490696735919
ethbtc_above_ma,TAO/USDT,IS,42,264,0.32575757575757575,-0.016120519571674184,-0.10035637565625152
ethbtc_below_ma,TAO/USDT,IS,42,2131,0.5025809479117785,0.01413716216780372,0.07925131043426573
ethbtc_above_ma,TAO/USDT,OOS,42,1182,0.383248730964467,-0.018920620706257718,-0.1530427965837965
ethbtc_below_ma,TAO/USDT,OOS,42,967,0.5439503619441571,0.02871291642718129,0.19840041806868844
ethbtc_above_ma,TAO/USDT,full,42,1446,0.3727524204702628,-0.01840939892235035,-0.14041390752709443
ethbtc_below_ma,TAO/USDT,full,42,3098,0.5154938670109748,0.01868679237077922,0.11076157918620491
alt_btc_rs_breakout,JUP/USDT,IS,6,123,0.44715447154471544,0.0034938977801428177,0.039660211663657366
alt_btc_rs_breakout,JUP/USDT,IS,18,123,0.5040650406504065,0.025792262529206078,0.16011984181107422
alt_btc_rs_breakout,JUP/USDT,IS,42,123,0.3821138211382114,-0.023961987901545856,-0.13571525236456805
alt_btc_rs_breakout,JUP/USDT,OOS,6,101,0.42574257425742573,-0.0011037439839345958,-0.017245167460900643
alt_btc_rs_breakout,JUP/USDT,OOS,18,101,0.42574257425742573,-0.010183526042622543,-0.11338558631624662
alt_btc_rs_breakout,JUP/USDT,OOS,42,98,0.336734693877551,-0.0425160243495266,-0.4430065559142731
alt_btc_rs_breakout,JUP/USDT,full,6,224,0.4375,0.0014208539490186273,0.018209998199151107
