test,symbol,period,horizon_bars,n,hit_rate,avg_ret,sharpe
btc_impulse_alt_lag,WIF/USDT,full,3,16,0.4375,-0.0017749242700300233,-0.027715756951898377
btc_impulse_alt_lag,WIF/USDT,full,6,16,0.5,0.006818754803807253,0.0795214205880312
ethbtc_above_ma,WIF/USDT,IS,42,276,0.5072463768115942,0.0662908297414579,0.24544371676798143
ethbtc_below_ma,WIF/USDT,IS,42,2341,0.438701409653994,0.009645519368482854,0.040038854114562976
ethbtc_above_ma,WIF/USDT,OOS,42,1182,0.344331641285956,-0.04128250603345423,-0.311613647052179
ethbtc_below_ma,WIF/USDT,OOS,42,967,0.5573940020682523,0.004397705100169181,0.03644347400355679
ethbtc_above_ma,WIF/USDT,full,42,1458,0.37517146776406035,-0.020918829302400896,-0.12123747648773305
ethbtc_below_ma,WIF/USDT,full,42,3308,0.47339782345828296,0.008111469671548355,0.03810088396354213
alt_btc_rs_breakout,FLOKI/USDT,IS,6,100,0.0,-0.13,-0.5613241004648846
alt_btc_rs_breakout,FLOKI/USDT,IS,18,100,0.0,-0.14833333333333332,-0.696196389103679
alt_btc_rs_breakout,FLOKI/USDT,IS,42,100,0.01,-0.145,-0.6162576189728375
alt_btc_rs_breakout,FLOKI/USDT,OOS,6,74,0.0,-0.02702702702702703,-0.19203645355718774
alt_btc_rs_breakout,FLOKI/USDT,OOS,18,74,0.0,-0.10810810810810811,-0.3585872231539163
alt_btc_rs_breakout,FLOKI/USDT,OOS,42,74,0.0,-0.20270270270270271,-0.5116098568137495
alt_btc_rs_breakout,FLOKI/USDT,full,6,174,0.0,-0.08620689655172414,-0.42236791349186015
alt_btc_rs_breakout,FLOKI/USDT,full,18,174,0.0,-0.13122605363984674,-0.5157872884865043
alt_btc_rs_breakout,FLOKI/USDT,full,42,174,0.005747126436781609,-0.16954022988505746,-0.5395451283119899
btc_impulse_alt_lag,FLOKI/USDT,IS,1,87,0.011494252873563218,0.0019157088122605348,0.029576745037521376
btc_impulse_alt_lag,FLOKI/USDT,IS,3,87,0.034482758620689655,0.01340996168582375,0.09154270054107069
btc_impulse_alt_lag,FLOKI/USDT,IS,6,87,0.034482758620689655,0.028735632183908046,0.18056143633979063
btc_impulse_alt_lag,FLOKI/USDT,OOS,1,12,0.0,0.0,
btc_impulse_alt_lag,FLOKI/USDT,OOS,3,12,0.0,0.0,
btc_impulse_alt_lag,FLOKI/USDT,OOS,6,12,0.0,0.0,
btc_impulse_alt_lag,FLOKI/USDT,full,1,99,0.010101010101010102,0.001683501683501682,0.027744375663328446
btc_impulse_alt_lag,FLOKI/USDT,full,3,99,0.030303030303030304,0.011784511784511781,0.08583186900266154
btc_impulse_alt_lag,FLOKI/USDT,full,6,99,0.030303030303030304,0.025252525252525252,0.16904662279494764
ethbtc_above_ma,FLOKI/USDT,IS,42,294,0.3333333333333333,inf,
ethbtc_below_ma,FLOKI/USDT,IS,42,2406,0.12344139650872818,inf,
ethbtc_above_ma,FLOKI/USDT,OOS,42,908,0.05837004405286344,inf,
ethbtc_below_ma,FLOKI/USDT,OOS,42,368,0.002717391304347826,0.002717391304347826,0.05212860351426868
ethbtc_above_ma,FLOKI/USDT,full,42,1202,0.12562396006655574,inf,
ethbtc_below_ma,FLOKI/USDT,full,42,2774,0.10742609949531362,inf,
alt_btc_rs_breakout,BONK/USDT,IS,6,3,0.0,-0.6666666666666666,-1.1547005383792512
alt_btc_rs_breakout,BONK/USDT,IS,18,3,0.0,-0.6666666666666666,-1.1547005383792512
alt_btc_rs_breakout,BONK/USDT,IS,42,3,0.0,-1.0,
alt_btc_rs_breakout,BONK/USDT,OOS,6,0,,,
alt_btc_rs_breakout,BONK/USDT,OOS,18,0,,,
alt_btc_rs_breakout,BONK/USDT,OOS,42,0,,,
alt_btc_rs_breakout,BONK/USDT,full,6,3,0.0,-0.6666666666666666,-1.1547005383792512
alt_btc_rs_breakout,BONK/USDT,full,18,3,0.0,-0.6666666666666666,-1.1547005383792512
alt_btc_rs_breakout,BONK/USDT,full,42,3,0.0,-1.0,
btc_impulse_alt_lag,BONK/USDT,IS,1,0,,,
btc_impulse_alt_lag,BONK/USDT,IS,3,0,,,
btc_impulse_alt_lag,BONK/USDT,IS,6,0,,,
btc_impulse_alt_lag,BONK/USDT,OOS,1,0,,,
btc_impulse_alt_lag,BONK/USDT,OOS,3,0,,,
btc_impulse_alt_lag,BONK/USDT,OOS,6,0,,,
btc_impulse_alt_lag,BONK/USDT,full,1,0,,,
btc_impulse_alt_lag,BONK/USDT,full,3,0,,,
btc_impulse_alt_lag,BONK/USDT,full,6,0,,,
ethbtc_above_ma,BONK/USDT,IS,42,0,,,
ethbtc_below_ma,BONK/USDT,IS,42,54,0.5,inf,
ethbtc_above_ma,BONK/USDT,OOS,42,0,,,
ethbtc_below_ma,BONK/USDT,OOS,42,0,,,
ethbtc_above_ma,BONK/USDT,full,42,0,,,
ethbtc_below_ma,BONK/USDT,full,42,54,0.5,inf,
